x_mm,y_mm,z_mm
1.290000000000000000e+02,2.300000000000000000e+01,4.550000000000000000e+02
8.600000000000000000e+01,7.100000000000000000e+01,2.760000000000000000e+02
7.400000000000000000e+01,7.200000000000000000e+01,4.030000000000000000e+02
6.900000000000000000e+01,6.800000000000000000e+01,2.730000000000000000e+02
7.600000000000000000e+01,7.600000000000000000e+01,4.030000000000000000e+02
7.700000000000000000e+01,7.300000000000000000e+01,4.030000000000000000e+02
7.100000000000000000e+01,7.200000000000000000e+01,4.060000000000000000e+02
7.000000000000000000e+01,7.900000000000000000e+01,4.070000000000000000e+02
7.400000000000000000e+01,7.800000000000000000e+01,4.030000000000000000e+02
7.500000000000000000e+01,7.200000000000000000e+01,4.030000000000000000e+02
7.300000000000000000e+01,7.900000000000000000e+01,4.030000000000000000e+02
7.200000000000000000e+01,8.000000000000000000e+01,4.030000000000000000e+02
7.500000000000000000e+01,8.300000000000000000e+01,4.030000000000000000e+02
7.300000000000000000e+01,8.700000000000000000e+01,2.500000000000000000e+02
7.200000000000000000e+01,8.100000000000000000e+01,4.060000000000000000e+02
7.200000000000000000e+01,7.300000000000000000e+01,4.030000000000000000e+02
7.100000000000000000e+01,7.900000000000000000e+01,4.050000000000000000e+02
1.250000000000000000e+02,7.400000000000000000e+01,7.000000000000000000e+01
7.100000000000000000e+01,7.700000000000000000e+01,4.030000000000000000e+02
7.200000000000000000e+01,7.200000000000000000e+01,4.030000000000000000e+02
7.100000000000000000e+01,6.600000000000000000e+01,1.860000000000000000e+02
7.100000000000000000e+01,7.900000000000000000e+01,4.070000000000000000e+02
7.200000000000000000e+01,7.800000000000000000e+01,4.030000000000000000e+02
7.500000000000000000e+01,7.200000000000000000e+01,4.030000000000000000e+02
7.000000000000000000e+01,7.600000000000000000e+01,4.050000000000000000e+02
8.000000000000000000e+01,7.600000000000000000e+01,4.030000000000000000e+02
7.200000000000000000e+01,7.200000000000000000e+01,4.070000000000000000e+02
7.400000000000000000e+01,8.200000000000000000e+01,4.040000000000000000e+02
7.200000000000000000e+01,7.100000000000000000e+01,4.050000000000000000e+02
1.500000000000000000e+02,6.600000000000000000e+01,4.380000000000000000e+02
7.400000000000000000e+01,8.200000000000000000e+01,4.030000000000000000e+02
1.190000000000000000e+02,7.300000000000000000e+01,7.100000000000000000e+01
7.300000000000000000e+01,7.200000000000000000e+01,4.030000000000000000e+02
7.100000000000000000e+01,7.200000000000000000e+01,4.040000000000000000e+02
7.300000000000000000e+01,8.000000000000000000e+01,4.030000000000000000e+02
7.200000000000000000e+01,7.100000000000000000e+01,4.060000000000000000e+02
7.600000000000000000e+01,7.800000000000000000e+01,4.030000000000000000e+02
7.400000000000000000e+01,8.200000000000000000e+01,4.040000000000000000e+02
7.500000000000000000e+01,7.200000000000000000e+01,4.030000000000000000e+02
2.500000000000000000e+01,1.300000000000000000e+02,4.360000000000000000e+02
7.400000000000000000e+01,7.300000000000000000e+01,4.030000000000000000e+02
8.200000000000000000e+01,7.900000000000000000e+01,4.080000000000000000e+02
7.400000000000000000e+01,8.200000000000000000e+01,4.030000000000000000e+02
7.000000000000000000e+01,7.500000000000000000e+01,4.060000000000000000e+02
1.510000000000000000e+02,7.700000000000000000e+01,4.380000000000000000e+02
7.100000000000000000e+01,7.700000000000000000e+01,4.030000000000000000e+02
1.300000000000000000e+02,2.400000000000000000e+01,4.370000000000000000e+02
7.200000000000000000e+01,7.100000000000000000e+01,4.050000000000000000e+02
1.500000000000000000e+02,8.500000000000000000e+01,4.380000000000000000e+02
7.000000000000000000e+01,8.700000000000000000e+01,2.540000000000000000e+02
7.100000000000000000e+01,7.400000000000000000e+01,4.080000000000000000e+02
7.400000000000000000e+01,8.200000000000000000e+01,4.040000000000000000e+02
7.400000000000000000e+01,8.200000000000000000e+01,4.040000000000000000e+02
7.300000000000000000e+01,7.500000000000000000e+01,4.030000000000000000e+02
7.200000000000000000e+01,8.000000000000000000e+01,4.060000000000000000e+02
7.500000000000000000e+01,8.100000000000000000e+01,4.030000000000000000e+02
7.400000000000000000e+01,8.200000000000000000e+01,4.030000000000000000e+02
8.000000000000000000e+01,7.500000000000000000e+01,4.030000000000000000e+02
8.000000000000000000e+01,7.700000000000000000e+01,4.030000000000000000e+02
7.200000000000000000e+01,8.700000000000000000e+01,2.500000000000000000e+02
7.000000000000000000e+01,7.600000000000000000e+01,4.070000000000000000e+02
7.100000000000000000e+01,7.400000000000000000e+01,4.030000000000000000e+02
7.200000000000000000e+01,6.500000000000000000e+01,1.890000000000000000e+02
7.500000000000000000e+01,7.200000000000000000e+01,4.030000000000000000e+02
7.100000000000000000e+01,7.300000000000000000e+01,4.040000000000000000e+02
7.000000000000000000e+01,7.600000000000000000e+01,4.030000000000000000e+02
8.100000000000000000e+01,6.500000000000000000e+01,2.500000000000000000e+02
7.400000000000000000e+01,7.500000000000000000e+01,4.030000000000000000e+02
7.400000000000000000e+01,7.200000000000000000e+01,4.030000000000000000e+02
7.800000000000000000e+01,7.600000000000000000e+01,4.030000000000000000e+02
7.400000000000000000e+01,8.200000000000000000e+01,4.040000000000000000e+02
7.200000000000000000e+01,6.500000000000000000e+01,1.920000000000000000e+02
1.510000000000000000e+02,7.200000000000000000e+01,4.380000000000000000e+02
8.000000000000000000e+01,7.400000000000000000e+01,4.030000000000000000e+02
1.510000000000000000e+02,7.600000000000000000e+01,4.380000000000000000e+02
7.100000000000000000e+01,7.500000000000000000e+01,4.030000000000000000e+02
1.330000000000000000e+02,1.250000000000000000e+02,4.340000000000000000e+02
1.500000000000000000e+02,8.500000000000000000e+01,4.380000000000000000e+02
6.900000000000000000e+01,8.600000000000000000e+01,2.500000000000000000e+02
7.000000000000000000e+01,7.800000000000000000e+01,4.030000000000000000e+02
7.500000000000000000e+01,7.200000000000000000e+01,4.030000000000000000e+02
7.300000000000000000e+01,7.400000000000000000e+01,4.030000000000000000e+02
7.500000000000000000e+01,7.600000000000000000e+01,4.030000000000000000e+02
1.500000000000000000e+02,6.600000000000000000e+01,4.370000000000000000e+02
7.100000000000000000e+01,7.300000000000000000e+01,4.070000000000000000e+02
7.400000000000000000e+01,8.200000000000000000e+01,4.030000000000000000e+02
7.500000000000000000e+01,8.000000000000000000e+01,4.030000000000000000e+02
7.400000000000000000e+01,7.000000000000000000e+01,4.040000000000000000e+02
7.700000000000000000e+01,7.300000000000000000e+01,4.030000000000000000e+02
1.480000000000000000e+02,5.600000000000000000e+01,4.350000000000000000e+02
7.100000000000000000e+01,8.000000000000000000e+01,4.050000000000000000e+02
7.600000000000000000e+01,7.700000000000000000e+01,4.030000000000000000e+02
7.400000000000000000e+01,8.200000000000000000e+01,4.030000000000000000e+02
7.300000000000000000e+01,7.300000000000000000e+01,4.030000000000000000e+02
7.800000000000000000e+01,7.500000000000000000e+01,4.030000000000000000e+02
7.700000000000000000e+01,8.000000000000000000e+01,4.030000000000000000e+02
7.700000000000000000e+01,7.900000000000000000e+01,4.030000000000000000e+02
7.200000000000000000e+01,7.100000000000000000e+01,4.040000000000000000e+02
7.600000000000000000e+01,7.500000000000000000e+01,4.030000000000000000e+02
1.510000000000000000e+02,7.400000000000000000e+01,4.390000000000000000e+02
7.300000000000000000e+01,8.200000000000000000e+01,4.030000000000000000e+02
7.600000000000000000e+01,7.800000000000000000e+01,4.030000000000000000e+02
7.700000000000000000e+01,7.600000000000000000e+01,4.030000000000000000e+02
7.400000000000000000e+01,8.200000000000000000e+01,4.050000000000000000e+02
7.400000000000000000e+01,7.200000000000000000e+01,4.030000000000000000e+02
7.200000000000000000e+01,8.000000000000000000e+01,4.040000000000000000e+02
7.300000000000000000e+01,7.800000000000000000e+01,4.030000000000000000e+02
7.500000000000000000e+01,7.900000000000000000e+01,4.030000000000000000e+02
7.400000000000000000e+01,7.400000000000000000e+01,4.030000000000000000e+02
7.300000000000000000e+01,7.900000000000000000e+01,4.030000000000000000e+02
7.200000000000000000e+01,7.900000000000000000e+01,4.030000000000000000e+02
7.500000000000000000e+01,8.000000000000000000e+01,4.030000000000000000e+02
7.400000000000000000e+01,8.700000000000000000e+01,2.500000000000000000e+02
6.600000000000000000e+01,7.100000000000000000e+01,2.740000000000000000e+02
7.400000000000000000e+01,8.800000000000000000e+01,2.510000000000000000e+02
7.000000000000000000e+01,7.900000000000000000e+01,4.070000000000000000e+02
7.000000000000000000e+01,7.600000000000000000e+01,4.080000000000000000e+02
7.100000000000000000e+01,7.400000000000000000e+01,4.070000000000000000e+02
7.400000000000000000e+01,7.300000000000000000e+01,4.030000000000000000e+02
7.400000000000000000e+01,8.100000000000000000e+01,4.030000000000000000e+02
7.100000000000000000e+01,7.500000000000000000e+01,4.030000000000000000e+02
7.100000000000000000e+01,7.400000000000000000e+01,4.070000000000000000e+02
7.000000000000000000e+01,7.900000000000000000e+01,4.070000000000000000e+02
1.460000000000000000e+02,5.000000000000000000e+01,4.360000000000000000e+02
7.200000000000000000e+01,7.200000000000000000e+01,4.050000000000000000e+02
1.500000000000000000e+02,8.400000000000000000e+01,4.370000000000000000e+02
7.500000000000000000e+01,8.100000000000000000e+01,4.030000000000000000e+02
6.600000000000000000e+01,7.100000000000000000e+01,2.660000000000000000e+02
7.400000000000000000e+01,8.000000000000000000e+01,4.030000000000000000e+02
7.000000000000000000e+01,7.800000000000000000e+01,4.080000000000000000e+02
7.600000000000000000e+01,7.600000000000000000e+01,4.030000000000000000e+02
1.480000000000000000e+02,5.400000000000000000e+01,4.340000000000000000e+02
7.100000000000000000e+01,7.200000000000000000e+01,4.040000000000000000e+02
7.000000000000000000e+01,7.600000000000000000e+01,4.060000000000000000e+02
7.200000000000000000e+01,7.300000000000000000e+01,4.030000000000000000e+02
7.300000000000000000e+01,7.600000000000000000e+01,4.030000000000000000e+02
7.000000000000000000e+01,7.400000000000000000e+01,4.060000000000000000e+02
7.000000000000000000e+01,7.600000000000000000e+01,4.070000000000000000e+02
7.400000000000000000e+01,8.200000000000000000e+01,4.040000000000000000e+02
7.900000000000000000e+01,7.800000000000000000e+01,4.030000000000000000e+02
7.500000000000000000e+01,8.100000000000000000e+01,4.030000000000000000e+02
7.000000000000000000e+01,7.600000000000000000e+01,4.050000000000000000e+02
1.490000000000000000e+02,5.900000000000000000e+01,4.390000000000000000e+02
7.300000000000000000e+01,8.900000000000000000e+01,1.740000000000000000e+02
7.400000000000000000e+01,8.700000000000000000e+01,2.340000000000000000e+02
7.000000000000000000e+01,7.700000000000000000e+01,4.070000000000000000e+02
7.100000000000000000e+01,7.700000000000000000e+01,4.030000000000000000e+02
7.300000000000000000e+01,7.800000000000000000e+01,4.030000000000000000e+02
7.000000000000000000e+01,7.800000000000000000e+01,4.030000000000000000e+02
7.600000000000000000e+01,7.700000000000000000e+01,4.030000000000000000e+02
7.200000000000000000e+01,8.000000000000000000e+01,4.070000000000000000e+02
7.200000000000000000e+01,7.100000000000000000e+01,4.040000000000000000e+02
7.300000000000000000e+01,7.200000000000000000e+01,4.030000000000000000e+02
7.100000000000000000e+01,7.600000000000000000e+01,4.030000000000000000e+02
6.700000000000000000e+01,8.400000000000000000e+01,2.540000000000000000e+02
7.500000000000000000e+01,7.400000000000000000e+01,4.030000000000000000e+02
7.300000000000000000e+01,8.700000000000000000e+01,1.840000000000000000e+02
7.300000000000000000e+01,7.200000000000000000e+01,4.030000000000000000e+02
7.000000000000000000e+01,7.800000000000000000e+01,4.060000000000000000e+02
7.600000000000000000e+01,8.000000000000000000e+01,4.030000000000000000e+02
6.800000000000000000e+01,6.800000000000000000e+01,1.930000000000000000e+02
7.900000000000000000e+01,6.500000000000000000e+01,2.700000000000000000e+02
7.100000000000000000e+01,8.000000000000000000e+01,4.050000000000000000e+02
7.000000000000000000e+01,7.400000000000000000e+01,4.070000000000000000e+02
7.000000000000000000e+01,7.800000000000000000e+01,4.070000000000000000e+02
7.300000000000000000e+01,7.200000000000000000e+01,4.030000000000000000e+02
8.000000000000000000e+01,7.400000000000000000e+01,4.030000000000000000e+02
7.000000000000000000e+01,7.900000000000000000e+01,4.080000000000000000e+02
7.200000000000000000e+01,7.100000000000000000e+01,4.050000000000000000e+02
1.100000000000000000e+02,1.430000000000000000e+02,4.360000000000000000e+02
7.200000000000000000e+01,7.100000000000000000e+01,4.050000000000000000e+02
1.470000000000000000e+02,5.300000000000000000e+01,4.350000000000000000e+02
7.100000000000000000e+01,7.900000000000000000e+01,4.070000000000000000e+02
7.000000000000000000e+01,7.700000000000000000e+01,4.070000000000000000e+02
7.200000000000000000e+01,7.300000000000000000e+01,4.030000000000000000e+02
7.300000000000000000e+01,8.200000000000000000e+01,4.050000000000000000e+02
7.000000000000000000e+01,7.400000000000000000e+01,4.060000000000000000e+02
7.200000000000000000e+01,7.100000000000000000e+01,4.040000000000000000e+02
7.100000000000000000e+01,7.700000000000000000e+01,4.030000000000000000e+02
7.200000000000000000e+01,7.100000000000000000e+01,4.050000000000000000e+02
7.900000000000000000e+01,7.600000000000000000e+01,4.030000000000000000e+02
7.100000000000000000e+01,7.400000000000000000e+01,4.070000000000000000e+02
1.190000000000000000e+02,1.500000000000000000e+01,4.480000000000000000e+02
7.400000000000000000e+01,8.200000000000000000e+01,4.030000000000000000e+02
1.500000000000000000e+02,6.900000000000000000e+01,4.440000000000000000e+02
7.100000000000000000e+01,8.000000000000000000e+01,4.030000000000000000e+02
7.000000000000000000e+01,7.800000000000000000e+01,4.050000000000000000e+02
7.400000000000000000e+01,8.200000000000000000e+01,4.030000000000000000e+02
7.100000000000000000e+01,8.500000000000000000e+01,1.140000000000000000e+02
7.400000000000000000e+01,7.400000000000000000e+01,4.030000000000000000e+02
7.200000000000000000e+01,7.900000000000000000e+01,4.030000000000000000e+02
8.500000000000000000e+01,6.900000000000000000e+01,2.500000000000000000e+02
7.100000000000000000e+01,7.400000000000000000e+01,4.030000000000000000e+02
7.700000000000000000e+01,7.900000000000000000e+01,4.030000000000000000e+02
7.100000000000000000e+01,8.000000000000000000e+01,4.050000000000000000e+02
7.700000000000000000e+01,7.900000000000000000e+01,4.030000000000000000e+02
7.600000000000000000e+01,8.100000000000000000e+01,4.030000000000000000e+02
7.400000000000000000e+01,8.200000000000000000e+01,4.030000000000000000e+02
7.700000000000000000e+01,8.000000000000000000e+01,4.030000000000000000e+02
7.500000000000000000e+01,7.800000000000000000e+01,4.030000000000000000e+02
1.340000000000000000e+02,7.600000000000000000e+01,8.300000000000000000e+01
1.440000000000000000e+02,4.400000000000000000e+01,4.340000000000000000e+02
7.200000000000000000e+01,7.100000000000000000e+01,4.040000000000000000e+02
7.200000000000000000e+01,7.100000000000000000e+01,4.050000000000000000e+02
7.200000000000000000e+01,8.100000000000000000e+01,4.050000000000000000e+02
1.270000000000000000e+02,7.500000000000000000e+01,8.200000000000000000e+01
7.500000000000000000e+01,7.500000000000000000e+01,4.030000000000000000e+02
7.100000000000000000e+01,7.400000000000000000e+01,4.050000000000000000e+02
8.100000000000000000e+01,7.000000000000000000e+01,1.140000000000000000e+02
1.280000000000000000e+02,1.310000000000000000e+02,4.420000000000000000e+02
1.510000000000000000e+02,6.900000000000000000e+01,4.380000000000000000e+02
7.500000000000000000e+01,7.800000000000000000e+01,4.030000000000000000e+02
7.900000000000000000e+01,7.800000000000000000e+01,4.030000000000000000e+02
7.200000000000000000e+01,7.200000000000000000e+01,4.030000000000000000e+02
7.000000000000000000e+01,7.900000000000000000e+01,4.070000000000000000e+02
7.600000000000000000e+01,7.300000000000000000e+01,4.030000000000000000e+02
7.600000000000000000e+01,7.400000000000000000e+01,4.030000000000000000e+02
7.400000000000000000e+01,8.200000000000000000e+01,4.030000000000000000e+02
7.300000000000000000e+01,7.700000000000000000e+01,4.030000000000000000e+02
6.700000000000000000e+01,8.300000000000000000e+01,2.510000000000000000e+02
7.000000000000000000e+01,7.500000000000000000e+01,4.050000000000000000e+02
7.300000000000000000e+01,7.100000000000000000e+01,4.030000000000000000e+02
7.200000000000000000e+01,7.100000000000000000e+01,4.030000000000000000e+02
7.300000000000000000e+01,8.700000000000000000e+01,2.510000000000000000e+02
7.300000000000000000e+01,7.700000000000000000e+01,4.030000000000000000e+02
1.500000000000000000e+02,8.300000000000000000e+01,4.380000000000000000e+02
7.000000000000000000e+01,7.500000000000000000e+01,4.060000000000000000e+02
7.300000000000000000e+01,8.200000000000000000e+01,4.040000000000000000e+02
1.410000000000000000e+02,1.130000000000000000e+02,4.400000000000000000e+02
7.400000000000000000e+01,7.300000000000000000e+01,4.030000000000000000e+02
7.900000000000000000e+01,8.700000000000000000e+01,1.920000000000000000e+02
6.900000000000000000e+01,8.600000000000000000e+01,2.500000000000000000e+02
1.470000000000000000e+02,5.300000000000000000e+01,4.320000000000000000e+02
7.300000000000000000e+01,7.100000000000000000e+01,4.050000000000000000e+02
7.100000000000000000e+01,7.400000000000000000e+01,4.070000000000000000e+02
7.000000000000000000e+01,7.500000000000000000e+01,4.080000000000000000e+02
7.400000000000000000e+01,8.700000000000000000e+01,1.930000000000000000e+02
7.000000000000000000e+01,6.700000000000000000e+01,2.500000000000000000e+02
7.600000000000000000e+01,7.600000000000000000e+01,4.030000000000000000e+02
7.100000000000000000e+01,7.400000000000000000e+01,4.050000000000000000e+02
7.400000000000000000e+01,8.200000000000000000e+01,4.030000000000000000e+02
7.400000000000000000e+01,7.200000000000000000e+01,4.030000000000000000e+02
4.000000000000000000e+01,5.900000000000000000e+01,4.830000000000000000e+02
7.200000000000000000e+01,8.000000000000000000e+01,4.080000000000000000e+02
7.200000000000000000e+01,8.000000000000000000e+01,4.060000000000000000e+02
7.000000000000000000e+01,6.700000000000000000e+01,2.340000000000000000e+02
7.700000000000000000e+01,7.500000000000000000e+01,4.030000000000000000e+02
6.800000000000000000e+01,6.800000000000000000e+01,2.270000000000000000e+02
1.330000000000000000e+02,7.400000000000000000e+01,8.200000000000000000e+01
7.000000000000000000e+01,7.500000000000000000e+01,4.030000000000000000e+02
7.000000000000000000e+01,7.500000000000000000e+01,4.050000000000000000e+02
7.000000000000000000e+01,7.600000000000000000e+01,4.070000000000000000e+02
7.600000000000000000e+01,8.000000000000000000e+01,4.030000000000000000e+02
7.300000000000000000e+01,8.700000000000000000e+01,1.740000000000000000e+02
7.400000000000000000e+01,8.200000000000000000e+01,4.040000000000000000e+02
7.200000000000000000e+01,7.400000000000000000e+01,4.030000000000000000e+02
7.700000000000000000e+01,7.700000000000000000e+01,4.030000000000000000e+02
